,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,NumCabinMates,Deck,NumCabin,Side
1848,2,False,1,34.0,False,15.0,3578.0,0.0,0.0,473.0,True,7,2,82,1
1849,2,True,2,26.0,True,0.0,0.0,0.0,0.0,0.0,True,7,2,82,1
1850,2,False,1,39.0,False,1.0,2972.0,0.0,3175.0,1.0,False,7,2,82,1
1851,2,True,2,15.0,False,0.0,0.0,0.0,0.0,0.0,True,7,2,82,1
1852,2,True,1,64.0,False,0.0,0.0,0.0,0.0,0.0,True,7,2,82,1
1853,2,True,1,25.0,False,0.0,0.0,0.0,0.0,0.0,True,7,2,82,1
1854,3,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,393,2
1855,1,True,1,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,311,1
1856,1,False,1,26.0,False,401.0,0.0,693.0,62.0,0.0,False,1,6,376,1
1857,1,True,1,3.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,312,1
1858,1,False,1,29.0,False,1434.0,5.0,0.0,0.0,0.0,False,3,7,312,1
1859,1,True,1,44.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,312,1
1860,1,False,1,27.0,False,196.0,602.0,0.0,0.0,198.0,False,1,5,124,2
1861,1,False,3,17.0,False,414.0,0.0,139.0,28.0,173.0,False,1,7,320,2
1862,2,False,2,37.0,False,0.0,3166.0,0.0,91.0,6.0,True,0,6,427.0,1
1863,3,True,2,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,394,2
1864,1,True,1,44.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,321,2
1865,1,False,2,22.0,False,0.0,0.0,30.0,499.0,138.0,False,1,6,378,1
1866,1,False,1,22.0,False,213.0,85.0,352.0,12.0,1.0,True,1,5,146,1
1867,3,True,1,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,379,1
1868,1,False,1,31.0,False,1062.0,0.0,802.0,71.0,0.0,False,1,6,380,1
1869,1,False,1,17.0,False,0.0,0.0,249.0,537.0,5.0,True,1,5,125,2
1870,1,False,3,30.0,False,231.0,0.0,0.0,274.0,26.0,False,1,7,314,1
1871,1,False,1,15.0,False,12.0,25.0,197.0,631.0,0.0,False,1,6,381,1
1872,1,False,1,42.0,False,37.0,1670.0,0.0,0.0,0.0,True,1,7,315,1
1873,1,False,1,55.0,False,373.0,1.0,1.0,496.0,0.0,False,1,6,383,1
1874,2,False,2,28.0,False,5.0,2676.0,13.0,0.0,157.0,True,1,3,76,1
1875,1,False,1,33.0,False,673.0,194.0,548.0,59.0,40.0,False,1,6,396,2
1876,1,False,1,19.0,False,3.0,6.0,20.0,60.0,719.0,False,1,7,323,2
1877,1,False,1,24.0,False,0.0,856.0,0.0,0.0,5.0,False,1,6,386,1
1878,1,False,1,4.0,False,0.0,0.0,0.0,0.0,0.0,False,2,7,317,1
1879,1,True,1,2.0,False,0.0,0.0,0.0,0.0,0.0,False,2,7,317,1
1880,2,False,2,30.0,False,0.0,5734.0,0.0,5.0,1.0,True,1,1,25,1
1881,2,False,1,31.0,False,0.0,0.0,0.0,0.0,0.0,False,3,2,59,2
1882,2,True,1,17.0,False,0.0,0.0,0.0,0.0,0.0,True,3,2,59,2
1883,2,True,2,40.0,False,0.0,0.0,0.0,0.0,0.0,True,3,2,59,2
1884,1,True,3,33.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,324,2
1885,1,True,3,46.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,318,1
1886,2,False,2,30.0,True,1250.0,865.0,0.0,3725.0,5416.0,False,1,2,60,2
1887,1,False,1,17.0,False,0.0,0.0,0.0,0.0,804.0,False,1,6,398,2
1888,1,False,1,19.0,False,1139.0,18.0,0.0,0.0,671.0,True,1,6,387,1
1889,2,False,2,22.0,False,0.0,5183.0,0.0,1080.0,2.0,True,2,2,83,1
1890,2,False,2,20.0,False,0.0,162.0,0.0,148.0,7619.0,False,2,2,83,1
1891,1,False,3,36.0,False,0.0,809.0,0.0,86.0,0.0,False,1,6,390,1
1892,1,False,1,0.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,322,1
1893,1,False,2,17.0,False,44.0,1535.0,10.0,51.0,0.0,True,1,5,150,1
1894,1,True,1,27.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,323,1
1895,1,True,3,15.0,False,0.0,0.0,0.0,0.0,0.0,True,3,7,323,1
1896,1,False,1,20.0,False,0.0,4.0,429.0,0.0,287.0,False,3,7,323,1
1897,1,False,2,19.0,False,30.0,1.0,1051.0,0.0,6.0,True,1,6,399,2
1898,1,False,3,24.0,False,662.0,0.0,0.0,0.0,9.0,False,1,6,391,1
1899,1,False,2,43.0,False,0.0,6.0,730.0,1.0,0.0,False,1,6,400,2
1900,3,True,1,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,402,2
1901,1,False,1,42.0,False,399.0,75.0,38.0,771.0,0.0,False,1,6,393,1
1902,1,False,1,21.0,False,6.0,133.0,503.0,0.0,2.0,False,1,6,404,2
1903,2,True,1,50.0,False,0.0,0.0,0.0,0.0,0.0,True,2,2,85,1
1904,2,True,1,25.0,False,0.0,0.0,0.0,0.0,0.0,True,2,2,85,1
1905,1,True,1,64.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,327,2
1906,1,False,1,50.0,False,0.0,0.0,0.0,785.0,19.0,False,1,6,394,1
1907,3,True,1,24.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,395,1
1908,1,False,1,27.0,False,0.0,0.0,634.0,1.0,23.0,True,1,6,396,1
1909,1,True,2,42.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,324,1
1910,1,True,2,30.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,328,2
1911,1,False,1,20.0,False,2.0,0.0,694.0,0.0,22.0,True,1,5,126,2
1912,3,False,1,31.0,False,162.0,1211.0,4.0,0.0,1.0,True,1,5,151,1
1913,2,False,2,26.0,False,281.0,741.0,13.0,0.0,4724.0,False,1,3,68,2
1914,2,False,2,39.0,False,0.0,0.0,0.0,1528.0,1119.0,False,1,3,69,2
1915,1,False,1,27.0,False,0.0,0.0,0.0,0.0,0.0,False,6,7,330,2
1916,1,False,3,32.0,False,0.0,58.0,0.0,0.0,642.0,True,6,7,330,2
1917,1,True,1,25.0,False,0.0,0.0,0.0,0.0,0.0,True,6,7,330,2
1918,1,False,1,6.0,False,0.0,0.0,0.0,0.0,0.0,True,6,7,330,2
1919,1,True,1,3.0,False,0.0,0.0,0.0,0.0,0.0,True,6,7,330,2
1920,1,True,1,11.0,False,0.0,0.0,0.0,0.0,0.0,False,6,7,330,2
1921,1,True,1,52.0,False,0.0,0.0,0.0,0.0,0.0,False,2,7,331,2
1922,1,False,1,14.0,False,16.0,0.0,0.0,712.0,149.0,False,2,6,407,2
1923,1,False,1,68.0,False,0.0,286.0,0.0,1739.0,13.0,False,2,6,407,2
1924,1,True,3,18.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,331,2
1925,1,False,1,55.0,False,2.0,0.0,0.0,0.0,907.0,True,1,7,333,2
1926,1,False,2,22.0,False,1430.0,0.0,0.0,0.0,423.0,False,1,7,327,1
1927,2,False,1,34.0,False,0.0,5063.0,0.0,56.0,327.0,True,1,4,65,2
1928,3,False,1,17.0,False,583.0,0.0,753.0,0.0,0.0,False,1,6,398,1
1929,1,True,3,38.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,328,1
1930,1,False,1,13.0,False,12.0,0.0,0.0,0.0,1963.0,False,1,6,410,2
1931,1,True,1,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,329,1
1932,2,True,1,30.0,False,0.0,0.0,0.0,0.0,0.0,True,2,3,70,2
1933,2,False,1,27.0,True,0.0,0.0,72.0,668.0,2713.0,False,2,3,70,2
1934,1,False,1,17.0,False,0.0,1.0,533.0,326.0,0.0,True,1,5,127,2
1935,2,False,2,45.0,False,0.0,3559.0,0.0,3615.0,163.0,False,2,3,78,1
1936,2,False,2,28.0,False,167.0,2406.0,71.0,283.0,650.0,True,2,3,78,1
1937,1,False,1,23.0,False,177.0,0.0,7.0,0.0,448.0,False,1,6,401,1
1938,2,False,1,24.0,False,1289.0,3343.0,0.0,4996.0,729.0,False,2,4,69,1
1939,2,False,1,23.0,False,9.0,4081.0,0.0,0.0,16.0,True,2,4,69,1
1940,1,False,2,29.0,False,270.0,0.0,0.0,25.0,343.0,False,1,6,402,1
1941,1,False,1,46.0,False,430.0,0.0,340.0,52.0,61.0,False,1,7,334,2
1942,1,False,3,17.0,False,8.0,911.0,0.0,0.0,0.0,True,1,6,411,2
1943,1,False,1,20.0,False,0.0,0.0,4.0,35.0,769.0,False,1,7,335,2
1944,1,False,1,24.0,False,121.0,20.0,0.0,68.0,506.0,False,1,6,407,1
1945,2,False,1,40.0,False,19.0,10.0,1.0,4759.0,6007.0,False,2,1,16,2
1946,2,True,1,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2,1,16,2
1947,2,False,1,38.0,False,0.0,590.0,2640.0,6202.0,99.0,False,1,3,72,2
1948,2,False,1,65.0,False,51.0,4451.0,0.0,20.0,397.0,True,2,1,26,1
1949,2,False,1,19.0,False,0.0,1342.0,0.0,152.0,556.0,True,2,1,26,1
1950,1,False,1,54.0,False,0.0,0.0,872.0,0.0,1.0,True,1,6,408,1
1951,1,False,2,38.0,False,0.0,717.0,0.0,0.0,0.0,False,1,6,409,1
1952,1,False,1,40.0,False,51.0,0.0,1.0,368.0,509.0,True,1,7,331,1
1953,1,False,3,21.0,False,0.0,2.0,133.0,0.0,549.0,False,1,6,412,2
1954,1,False,1,22.0,False,8.0,0.0,801.0,0.0,12.0,True,1,6,413,2
1955,1,False,1,33.0,False,356.0,0.0,0.0,245.0,0.0,False,1,6,414,2
1956,3,False,1,18.0,False,29.0,0.0,2315.0,0.0,1.0,True,2,4,70,1
1957,3,False,1,43.0,False,546.0,0.0,41.0,710.0,0.0,False,1,5,153,1
1958,3,False,1,13.0,False,6726.0,0.0,1605.0,1266.0,0.0,False,0,6,427.0,1
1959,3,False,1,26.0,False,1751.0,0.0,0.0,0.0,0.0,False,1,6,410,1
1960,3,False,1,22.0,False,2300.0,0.0,22.0,256.0,0.0,False,2,4,70,1
1961,3,True,1,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,415,2
1962,1,False,3,25.0,False,0.0,11.0,0.0,13.0,1344.0,False,1,6,411,1
1963,3,False,1,29.0,False,216.0,10.0,611.0,594.0,0.0,False,2,6,412,1
1964,3,False,1,49.0,False,1624.0,0.0,68.0,0.0,0.0,False,2,6,412,1
1965,2,True,2,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,86,1
1966,3,False,1,45.0,False,10.0,1095.0,1474.0,0.0,0.0,True,1,4,71,1
1967,1,False,3,45.0,False,0.0,0.0,734.0,3.0,5.0,True,1,6,413,1
1968,2,False,1,30.0,False,63.0,9314.0,249.0,2624.0,4538.0,False,1,3,79,1
1969,1,False,1,29.0,False,776.0,0.0,4.0,0.0,23.0,False,1,6,414,1
1970,1,False,1,26.0,False,0.0,0.0,0.0,0.0,0.0,False,0,6,427.0,1
1971,1,True,2,16.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,335,1
1972,1,False,2,20.0,False,1.0,0.0,0.0,4926.0,1.0,False,1,7,336,1
1973,1,False,1,33.0,False,235.0,2.0,1.0,650.0,0.0,False,1,7,338,2
1974,1,True,1,18.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,339,2
1975,3,False,1,24.0,False,600.0,593.0,1404.0,0.0,1.0,False,1,6,417,2
1976,3,False,1,29.0,False,860.0,305.0,18.0,1415.0,0.0,False,1,6,418,2
1977,2,True,2,40.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,87,1
1978,2,True,1,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1,4,72,1
1979,1,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,339,1
1980,2,False,1,31.0,False,0.0,8718.0,0.0,13036.0,267.0,False,0,6,427.0,1
1981,1,True,3,26.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,340,2
1982,3,False,1,49.0,False,0.0,0.0,1058.0,0.0,0.0,True,1,4,73,1
1983,1,True,1,23.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,341,2
1984,1,True,3,23.0,False,0.0,0.0,0.0,0.0,0.0,False,2,7,342,2
1985,1,True,3,14.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,342,2
1986,1,False,2,21.0,False,770.0,0.0,0.0,40.0,0.0,False,1,7,341,1
1987,1,False,1,18.0,False,0.0,1.0,0.0,80.0,826.0,False,1,7,343,2
1988,1,False,1,27.0,False,717.0,0.0,0.0,0.0,0.0,False,1,6,415,1
1989,1,False,1,19.0,False,721.0,62.0,7.0,0.0,0.0,True,1,6,419,2
1990,1,False,1,22.0,False,624.0,0.0,0.0,0.0,185.0,False,1,7,344,2
1991,1,False,1,17.0,False,736.0,0.0,2.0,20.0,0.0,False,1,6,420,2
1992,1,False,3,13.0,False,0.0,2.0,480.0,10.0,176.0,False,1,6,421,2
1993,1,False,1,26.0,False,0.0,0.0,0.0,91.0,900.0,False,1,5,128,2
1994,3,False,1,27.0,False,1054.0,0.0,43.0,85.0,0.0,False,1,4,74,1
1995,3,True,1,16.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,416,1
1996,3,False,1,20.0,False,1146.0,0.0,0.0,0.0,3.0,False,1,6,422,2
1997,1,False,1,20.0,False,75.0,0.0,0.0,1545.0,0.0,False,2,5,129,2
1998,1,False,1,23.0,False,426.0,0.0,362.0,0.0,0.0,False,2,5,129,2
1999,1,False,1,61.0,False,2.0,0.0,17.0,868.0,28.0,False,1,7,343,1
2000,3,True,1,27.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,423,2
2001,3,False,2,3.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,423,2
2002,3,False,2,4.0,False,0.0,0.0,0.0,0.0,0.0,True,3,6,423,2
2003,1,True,2,13.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,344,1
2004,3,True,1,19.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,417,1
2005,1,False,1,18.0,False,0.0,0.0,698.0,0.0,0.0,True,1,6,424,2
2006,1,False,2,66.0,False,0.0,0.0,1610.0,0.0,0.0,True,1,5,130,2
2007,3,True,1,39.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,418,1
2008,1,False,1,21.0,False,0.0,1433.0,0.0,1234.0,0.0,False,1,6,419,1
2009,1,True,1,7.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,345,1
2010,1,True,1,56.0,False,0.0,0.0,0.0,0.0,0.0,False,0,6,427.0,1
2011,1,False,1,15.0,False,0.0,951.0,128.0,0.0,0.0,False,1,6,425,2
2012,3,False,1,27.0,False,1146.0,0.0,47.0,0.0,105.0,True,1,5,155,1
2013,1,False,1,13.0,False,579.0,226.0,61.0,1.0,7.0,False,1,6,420,1
2014,2,True,1,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,89,1
2015,1,True,3,38.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,346,2
2016,1,False,1,45.0,False,2138.0,0.0,0.0,659.0,0.0,False,1,6,426,2
2017,1,True,1,21.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,347,2
2018,1,False,1,19.0,False,78.0,0.0,0.0,550.0,0.0,False,1,7,348,2
2019,1,False,1,49.0,False,651.0,25.0,0.0,849.0,2.0,False,1,6,421,1
2020,1,False,1,21.0,False,0.0,820.0,0.0,45.0,0.0,True,1,6,423,1
2021,1,False,1,18.0,False,0.0,402.0,2027.0,0.0,0.0,True,1,6,424,1
2022,3,True,1,43.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,429,2
2023,3,True,3,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2,6,425,1
2024,3,False,1,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2,6,425,1
2025,1,False,1,27.0,False,0.0,0.0,6.0,745.0,22.0,False,1,7,349,2
2026,2,True,1,21.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,63,2
2027,1,False,3,20.0,False,38.0,220.0,495.0,0.0,0.0,False,1,6,431,2
2028,3,True,1,35.0,False,0.0,0.0,0.0,0.0,0.0,True,2,6,427,1
2029,3,False,1,20.0,False,212.0,0.0,991.0,0.0,13.0,False,2,6,427,1
2030,1,False,1,24.0,False,388.0,0.0,7.0,409.0,0.0,False,1,6,433,2
2031,1,False,1,41.0,False,2.0,0.0,551.0,5577.0,68.0,False,1,7,351,2
2032,1,False,3,23.0,False,0.0,774.0,0.0,0.0,0.0,True,1,7,347,1
2033,1,True,3,27.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,352,2
2034,1,True,2,58.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,348,1
2035,3,True,1,53.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,435,2
2036,2,False,1,30.0,False,437.0,3585.0,0.0,4488.0,281.0,False,1,3,80,1
2037,1,False,2,24.0,False,1.0,0.0,0.0,318.0,247.0,False,1,6,428,1
2038,2,False,1,31.0,False,46.0,1935.0,0.0,995.0,1254.0,False,1,2,64,2
2039,3,False,3,46.0,False,607.0,0.0,41.0,334.0,251.0,False,2,6,429,1
2040,3,False,1,20.0,False,938.0,59.0,31.0,12.0,0.0,False,2,6,429,1
2041,1,True,1,20.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,350,1
2042,1,False,1,30.0,False,0.0,236.0,0.0,1149.0,0.0,False,1,6,437,2
2043,1,False,2,24.0,False,0.0,421.0,0.0,207.0,63.0,False,1,6,438,2
2044,1,False,1,34.0,False,0.0,0.0,0.0,628.0,0.0,False,1,7,354,2
2045,1,False,1,20.0,False,1750.0,0.0,446.0,0.0,76.0,False,1,6,430,1
2046,3,True,1,48.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,431,1
2047,1,False,3,25.0,False,0.0,0.0,619.0,0.0,70.0,False,1,6,439,2
2048,1,True,1,43.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,352,1
2049,1,False,1,27.0,False,0.0,280.0,119.0,646.0,5.0,True,1,6,440,2
2050,2,False,1,47.0,False,0.0,32.0,0.0,4027.0,1440.0,False,4,2,65,2
2051,2,False,2,26.0,False,26.0,4587.0,0.0,102.0,0.0,True,4,2,65,2
2052,2,True,1,37.0,False,0.0,0.0,0.0,0.0,0.0,True,4,2,65,2
2053,2,False,2,42.0,False,0.0,1180.0,0.0,2677.0,283.0,False,4,2,65,2
2054,1,False,2,61.0,False,0.0,654.0,902.0,0.0,68.0,True,1,5,156,1
2055,3,False,1,29.0,False,1443.0,1108.0,47.0,0.0,0.0,False,1,6,442,2
2056,2,False,2,32.0,False,0.0,1968.0,13.0,1051.0,0.0,True,1,4,75,1
2057,3,False,1,51.0,False,1671.0,0.0,17.0,0.0,0.0,False,1,6,443,2
2058,3,False,1,43.0,False,2019.0,0.0,560.0,0.0,0.0,False,1,4,76,1
2059,2,True,2,25.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,90,1
2060,1,False,1,31.0,False,0.0,0.0,187.0,602.0,0.0,False,1,5,157,1
2061,1,False,3,13.0,False,0.0,14.0,857.0,0.0,72.0,False,1,6,432,1
2062,1,False,1,20.0,False,546.0,0.0,228.0,0.0,0.0,False,1,7,354,1
2063,1,False,1,29.0,False,1356.0,20.0,0.0,13.0,0.0,False,1,6,433,1
2064,1,True,1,16.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,355,1
2065,1,False,1,15.0,False,0.0,2347.0,0.0,380.0,0.0,True,1,6,434,1
2066,1,False,1,50.0,False,0.0,5.0,0.0,2170.0,0.0,False,1,6,445,2
2067,2,False,2,41.0,True,0.0,29813.0,0.0,1257.0,6.0,True,4,1,27,1
2068,2,False,1,43.0,False,2.0,2229.0,33.0,6.0,198.0,True,4,1,27,1
2069,2,True,1,32.0,False,0.0,0.0,0.0,0.0,0.0,True,4,1,27,1
2070,2,False,1,36.0,False,0.0,3206.0,0.0,698.0,72.0,False,4,1,27,1
2071,1,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,True,0,6,427.0,1
2072,1,False,1,47.0,False,0.0,0.0,880.0,0.0,2.0,True,1,7,357,1
2073,1,True,3,29.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,355,2
2074,1,False,1,27.0,False,0.0,86.0,0.0,252.0,570.0,False,1,7,358,1
2075,1,False,1,14.0,False,0.0,600.0,0.0,204.0,0.0,True,1,6,435,1
2076,1,True,3,25.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,356,2
2077,3,False,1,63.0,False,1172.0,0.0,1.0,0.0,0.0,False,1,5,158,1
2078,1,False,1,22.0,False,48.0,329.0,182.0,26.0,154.0,False,1,6,437,1
2079,3,False,1,32.0,False,2.0,416.0,26.0,510.0,0.0,False,1,5,159,1
2080,1,False,2,31.0,False,0.0,14.0,671.0,1.0,3.0,False,2,6,438,1
2081,1,False,1,24.0,False,0.0,1220.0,0.0,140.0,0.0,False,2,6,438,1
2082,1,False,1,39.0,False,9.0,18.0,0.0,2.0,878.0,False,1,7,359,2
2083,3,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,True,4,6,448,2
2084,3,True,2,20.0,False,0.0,0.0,0.0,0.0,0.0,True,4,6,448,2
2085,3,False,1,19.0,False,0.0,0.0,0.0,0.0,0.0,False,2,5,134,2
2086,3,False,2,20.0,False,552.0,8.0,1348.0,5.0,0.0,False,2,5,134,2
2087,3,False,1,31.0,False,21.0,0.0,1031.0,0.0,0.0,False,1,4,66,2
2088,3,True,2,17.0,False,0.0,0.0,0.0,0.0,0.0,True,4,6,448,2
2089,3,False,1,24.0,False,2538.0,0.0,61.0,0.0,0.0,False,4,6,448,2
2090,1,False,1,27.0,False,203.0,539.0,0.0,0.0,0.0,False,1,6,449,2
2091,2,False,2,28.0,False,0.0,162.0,741.0,3733.0,99.0,True,2,3,83,1
2092,2,True,1,41.0,False,0.0,0.0,0.0,0.0,0.0,True,2,3,83,1
2093,2,True,2,25.0,False,0.0,0.0,0.0,0.0,0.0,True,1,1,28,1
2094,1,False,3,26.0,False,93.0,0.0,469.0,0.0,0.0,True,1,6,439,1
2095,1,False,1,27.0,False,485.0,1109.0,921.0,0.0,1.0,False,1,6,451,2
2096,1,False,1,22.0,False,38.0,483.0,80.0,47.0,121.0,True,1,7,362,2
2097,2,False,2,62.0,False,320.0,1179.0,756.0,4996.0,85.0,False,2,1,29,1
2098,2,False,1,58.0,False,2.0,1.0,14.0,2.0,1153.0,False,2,1,29,1
2099,1,False,1,37.0,False,0.0,1368.0,0.0,0.0,960.0,False,1,7,363,2
2100,1,False,1,54.0,False,701.0,32.0,171.0,8.0,0.0,False,1,7,359,1
2101,1,False,1,26.0,False,0.0,10.0,0.0,702.0,1.0,False,1,6,455,2
2102,2,True,2,44.0,False,0.0,0.0,0.0,0.0,0.0,True,2,3,75,2
2103,2,True,1,34.0,False,0.0,0.0,0.0,0.0,0.0,True,2,3,75,2
2104,1,True,1,47.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,360,1
2105,2,False,1,27.0,True,0.0,3341.0,0.0,80.0,654.0,True,1,3,76,2
2106,2,True,2,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,2,66,2
2107,1,True,1,46.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,364,2
2108,1,False,1,29.0,False,0.0,0.0,885.0,0.0,0.0,True,1,6,441,1
2109,1,False,2,43.0,False,485.0,4.0,136.0,48.0,0.0,False,1,7,365,2
2110,1,False,1,42.0,False,0.0,0.0,32.0,772.0,0.0,False,1,6,456,2
2111,1,False,1,39.0,False,0.0,0.0,13.0,0.0,868.0,True,1,6,442,1
2112,3,False,1,30.0,False,616.0,0.0,185.0,210.0,475.0,False,1,6,457,2
2113,3,False,1,43.0,False,2318.0,0.0,647.0,81.0,0.0,True,1,5,161,1
2114,1,True,1,19.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,366,2
2115,3,True,1,26.0,False,0.0,0.0,0.0,0.0,0.0,True,1,6,458,2
2116,3,False,1,46.0,False,171.0,0.0,1257.0,5.0,0.0,True,1,6,459,2
2117,1,False,1,3.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,367,2
2118,1,True,2,21.0,False,0.0,0.0,0.0,0.0,0.0,True,0,6,427.0,1
2119,1,False,1,1.0,False,0.0,0.0,0.0,0.0,0.0,True,2,7,367,2
2120,1,False,1,22.0,False,0.0,0.0,0.0,10.0,778.0,False,1,5,162,1
2121,2,True,2,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2,3,79,2
2122,2,True,2,28.0,False,0.0,0.0,0.0,0.0,0.0,True,2,3,79,2
2123,3,False,3,36.0,False,241.0,0.0,670.0,0.0,0.0,False,1,6,460,2
2124,1,False,1,19.0,False,26.0,313.0,470.0,0.0,0.0,False,1,7,362,1
2125,2,True,2,18.0,False,0.0,0.0,0.0,0.0,0.0,True,1,3,80,2
2126,2,False,2,47.0,False,0.0,140.0,0.0,85.0,3970.0,False,1,2,91,1
2127,2,False,1,18.0,False,20.0,1064.0,0.0,0.0,11643.0,False,1,2,92,1
2128,1,False,1,6.0,False,0.0,0.0,0.0,0.0,0.0,True,1,5,136,2
2129,1,False,1,20.0,False,0.0,544.0,1.0,0.0,378.0,False,1,6,461,2
2130,3,False,1,18.0,False,262.0,302.0,1127.0,4225.0,0.0,False,1,6,463,2
2131,1,False,1,37.0,False,0.0,1.0,0.0,219.0,0.0,False,1,6,464,2
2132,1,False,1,22.0,False,12.0,746.0,802.0,58.0,0.0,False,1,5,163,1
2133,3,False,1,37.0,False,20.0,0.0,2559.0,20.0,0.0,True,1,6,465,2
2134,1,False,2,6.0,False,0.0,0.0,0.0,0.0,0.0,False,2,7,365,1
2135,1,False,1,36.0,False,3.0,0.0,435.0,8.0,277.0,False,2,7,365,1
2136,1,False,2,46.0,False,426.0,37.0,0.0,0.0,568.0,False,1,6,445,1
2137,1,False,1,75.0,False,0.0,0.0,1224.0,0.0,1769.0,False,2,6,466,2
2138,1,False,1,37.0,False,0.0,8.0,70.0,360.0,258.0,False,2,6,466,2
2139,1,True,1,22.0,False,0.0,0.0,0.0,0.0,0.0,True,1,7,369,2
2140,1,False,3,33.0,False,270.0,412.0,1.0,0.0,5.0,False,1,6,467,2
2141,3,False,1,35.0,False,174.0,0.0,381.0,0.0,62.0,False,1,6,448,1
2142,2,False,2,19.0,False,0.0,0.0,0.0,0.0,8195.0,False,2,3,81,2
2143,2,False,2,34.0,False,0.0,22.0,0.0,3028.0,3768.0,False,2,3,81,2
2144,1,False,1,23.0,False,1010.0,0.0,33.0,10.0,0.0,True,2,6,449,1
2145,1,False,2,37.0,False,1508.0,0.0,0.0,1.0,0.0,False,1,7,367,1
2146,1,False,2,24.0,False,1367.0,0.0,1.0,0.0,0.0,False,2,6,449,1
2147,2,False,1,54.0,True,0.0,3381.0,0.0,4463.0,34.0,False,1,1,18,2
2148,3,False,2,52.0,False,1377.0,0.0,32.0,22.0,0.0,True,1,6,468,2
2149,1,True,1,60.0,False,0.0,0.0,0.0,0.0,0.0,False,1,7,368,1
2150,2,False,1,1.0,False,0.0,0.0,0.0,0.0,0.0,True,6,3,82,2
2151,2,False,1,27.0,False,0.0,0.0,0.0,0.0,0.0,True,6,3,82,2
2152,2,False,1,22.0,False,0.0,297.0,3.0,676.0,2924.0,False,6,3,82,2
2153,2,False,2,27.0,False,0.0,12077.0,0.0,75.0,0.0,True,6,3,82,2
